Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through,predicted_tier,recommended_discount,discount_reason,revenue_eur,discounted_revenue_eur,sell_through_pct
W\00079,Box Logo Stretch Shoes,FS24,103.99,Shoes,41,120,460,Box Logo,Women,Burgundy,25,numeric,0.793,fast_mover,0,Restock — no discount needed,47835.399999999994,35876.549999999996,79.3
N-00105,Box Logo Quilted Shorts,FS24,86.99,Shorts,M,13,172,Box Logo,Men,Blue Marine,25,alpha,0.93,fast_mover,0,Restock — no discount needed,14962.279999999999,11221.71,93.0
WPS-00102,Box Logo Print Polo,SS25,104.99,Polo,XL,50,22,Box Logo,Women,Beige Sand,0,alpha,0.306,dead_stock,30,Clear before season end — 30% discount,2309.7799999999997,2309.7799999999997,30.6
\00099,Cresta Print Shoes,SS25,108.99,Shoes,43,136,73,Cresta,Men,Yellow Sunshine,0,numeric,0.349,average,20,Moderate push — 20% discount,7956.2699999999995,7956.2699999999995,34.9
M-00133,Rainforest Graphic Shirt,SS25,85.99,Shirt,S,149,37,Rainforest,Men,Black Beauty,0,alpha,0.199,dead_stock,30,Clear before season end — 30% discount,3181.6299999999997,3181.6299999999997,19.9
WP-00121,Iconic Logo Pants,FS24,91.99,Pants,M,46,403,Iconic,Women,Petit Four,30,alpha,0.898,fast_mover,0,Restock — no discount needed,37071.97,25950.378999999994,89.8
PS-00111,Geographic Heritage Polo,FS24,92.99,Polo,XL,68,226,Geographic,Men,Blue Marine,30,alpha,0.769,fast_mover,0,Restock — no discount needed,21015.739999999998,14711.017999999998,76.9
PS-00112,Circular Stripe Polo,SS25,78.99,Polo,S,60,19,Circular,Men,Bright White,0,alpha,0.241,dead_stock,30,Clear before season end — 30% discount,1500.81,1500.81,24.1
WS-00228,Geographic Half-Zip T-Shirt,FS24,63.99,T-Shirt,XS,172,285,Geographic,Women,Black Beauty,20,alpha,0.624,fast_mover,0,Restock — no discount needed,18237.15,14589.720000000001,62.4
W\00080,Trail Print Shoes,SS25,130.99,Shoes,37,273,255,Trail,Women,Bright Red,0,numeric,0.483,average,10,Light stimulus — 10% discount,33402.450000000004,33402.450000000004,48.3
WPS-00104,Morgex Logo Polo,SS25,84.99,Polo,XS,335,245,Morgex,Women,Olive,0,alpha,0.422,dead_stock,30,Clear before season end — 30% discount,20822.55,20822.55,42.2
\00100,Cresta Half-Zip Shoes,FS24,155.99,Shoes,41,172,375,Cresta,Men,Beige Sand,10,numeric,0.686,fast_mover,0,Restock — no discount needed,58496.25,52646.62500000001,68.6
\00101,Box Logo Print Shoes,SS25,167.99,Shoes,44,304,181,Box Logo,Men,Bright White,0,numeric,0.373,average,20,Moderate push — 20% discount,30406.190000000002,30406.190000000002,37.3
WV-00050,Sun-Lover Stretch Swimwear,SS25,44.99,Swimwear,M,179,15,Sun-Lover,Women,Pale Mint,0,alpha,0.077,dead_stock,50,Urgent clearance — 50% discount,674.85,674.85,7.7
PS-00113,Rainforest Half-Zip Polo,FS24,91.99,Polo,XL,15,366,Rainforest,Men,Olive,20,alpha,0.961,fast_mover,0,Restock — no discount needed,33668.34,26934.672,96.1
S-00277,Iconic Stretch T-Shirt,SS25,69.99,T-Shirt,XXL,93,38,Iconic,Men,Orange Tangerine,0,alpha,0.29,dead_stock,30,Clear before season end — 30% discount,2659.62,2659.62,29.0
WM-00118,Patch Stretch Shirt,SS25,96.99,Shirt,XXL,411,91,Patch,Women,Petit Four,0,alpha,0.181,dead_stock,30,Clear before season end — 30% discount,8826.09,8826.09,18.1
P-00161,Patch Quilted Pants,SS25,95.99,Pants,L,293,250,Patch,Men,Forest Green,0,alpha,0.46,average,10,Light stimulus — 10% discount,23997.5,23997.5,46.0
WBeanieGeographic-0001,Geographic Beanie,SS25,88.99,Accessories,One Size,167,87,Geographic,Women,Grey Melange,0,alpha,0.343,dead_stock,30,Clear before season end — 30% discount,7742.129999999999,7742.129999999999,34.3
WP-00123,Rainforest Stretch Pants,SS25,139.99,Pants,S,130,71,Rainforest,Women,Petit Four,0,alpha,0.353,dead_stock,30,Clear before season end — 30% discount,9939.29,9939.29,35.3
WM-00120,Morgex Stripe Shirt,FS24,104.99,Shirt,M,106,180,Morgex,Women,Petit Four,25,alpha,0.629,fast_mover,0,Restock — no discount needed,18898.2,14173.649999999998,62.9
PS-00116,Box Logo Graphic Polo,FS24,109.99,Polo,M,85,258,Box Logo,Men,Orange Tangerine,40,alpha,0.752,fast_mover,0,Restock — no discount needed,28377.42,17026.452,75.2
S-00279,Patch Stripe T-Shirt,FS24,85.99,T-Shirt,L,180,277,Patch,Men,Forest Green,20,alpha,0.606,fast_mover,0,Restock — no discount needed,23819.23,19055.384000000002,60.6
WM-00121,Circular Stripe Shirt,FS24,101.99,Shirt,XS,16,99,Circular,Women,Black Beauty,15,alpha,0.861,fast_mover,0,Restock — no discount needed,10097.01,8582.458499999999,86.1
WPS-00105,Rainforest Stripe Polo,FS24,97.99,Polo,L,28,61,Rainforest,Women,Petit Four,10,alpha,0.685,fast_mover,0,Restock — no discount needed,5977.389999999999,5379.651,68.5
M-00136,Geographic Shirt,SS25,139.99,Shirt,XS,91,85,Geographic,Men,Caviar,0,alpha,0.483,average,10,Light stimulus — 10% discount,11899.150000000001,11899.150000000001,48.3
N-00106,Morgex Print Shorts,FS24,56.99,Shorts,XS,10,46,Morgex,Men,Navy,15,alpha,0.821,fast_mover,0,Restock — no discount needed,2621.54,2228.3089999999997,82.1
M-00137,Patch Shirt,SS25,147.99,Shirt,L,217,145,Patch,Men,Bright White,0,alpha,0.401,dead_stock,30,Clear before season end — 30% discount,21458.550000000003,21458.550000000003,40.1
WM-00122,Circular Shirt,FS24,138.99,Shirt,M,222,276,Circular,Women,Blue Marine,30,alpha,0.554,fast_mover,0,Restock — no discount needed,38361.240000000005,26852.868000000002,55.4
WPS-00106,Iconic Half-Zip Polo,SS25,65.99,Polo,S,299,109,Iconic,Women,Bright Red,0,alpha,0.267,dead_stock,30,Clear before season end — 30% discount,7192.91,7192.91,26.7
WPS-00107,Geographic Logo Polo,FS24,72.99,Polo,XXL,149,305,Geographic,Women,Olive,15,alpha,0.672,fast_mover,0,Restock — no discount needed,22261.949999999997,18922.657499999998,67.2
WM-00125,Morgex Heritage Shirt,SS25,91.99,Shirt,L,271,100,Morgex,Women,Old Rose,0,alpha,0.27,dead_stock,30,Clear before season end — 30% discount,9199.0,9199.0,27.0
WL-00181,Rainforest Logo Sweatshirt,SS25,160.99,Sweatshirt,XS,309,227,Rainforest,Women,Burgundy,0,alpha,0.424,dead_stock,30,Clear before season end — 30% discount,36544.73,36544.73,42.4
V-00059,Box Logo Stripe Swimwear,FS24,76.99,Swimwear,XXL,15,60,Box Logo,Men,Green Lichen,25,alpha,0.8,fast_mover,0,Restock — no discount needed,4619.4,3464.5499999999997,80.0
WP-00124,Patch Pants,FS24,115.99,Pants,XXL,58,408,Patch,Women,Black Beauty,25,alpha,0.876,fast_mover,0,Restock — no discount needed,47323.92,35492.939999999995,87.6
V-00060,Box Logo Stretch Swimwear,FS24,54.99,Swimwear,XXL,67,380,Box Logo,Men,Navy,20,alpha,0.85,fast_mover,0,Restock — no discount needed,20896.2,16716.960000000003,85.0
N-00107,Iconic Heritage Shorts,SS25,62.99,Shorts,S,363,215,Iconic,Men,Stone Grey,0,alpha,0.372,dead_stock,30,Clear before season end — 30% discount,13542.85,13542.85,37.2
WM-00127,Morgex Print Shirt,SS25,125.99,Shirt,XXL,290,188,Morgex,Women,Caviar,0,alpha,0.393,average,20,Moderate push — 20% discount,23686.12,23686.12,39.3
S-00289,Box Logo Stripe T-Shirt,SS25,39.99,T-Shirt,L,398,52,Box Logo,Men,Bright Red,0,alpha,0.116,dead_stock,50,Urgent clearance — 50% discount,2079.48,2079.48,11.6
WM-00128,Patch Graphic Shirt,SS25,116.99,Shirt,S,280,26,Patch,Women,Blue Marine,0,alpha,0.085,dead_stock,50,Urgent clearance — 50% discount,3041.74,3041.74,8.5
L-00195,Morgex Print Sweatshirt,SS25,119.99,Sweatshirt,S,225,231,Morgex,Men,Black Beauty,0,alpha,0.507,dead_stock,30,Clear before season end — 30% discount,27717.69,27717.69,50.7
WPS-00108,Morgex Quilted Polo,SS25,96.99,Polo,S,424,37,Morgex,Women,Khaki,0,alpha,0.08,dead_stock,50,Urgent clearance — 50% discount,3588.6299999999997,3588.6299999999997,8.0
WP-00126,Circular Half-Zip Pants,SS25,149.99,Pants,XL,277,259,Circular,Women,Burgundy,0,alpha,0.483,average,10,Light stimulus — 10% discount,38847.41,38847.41,48.3
\00104,Box Logo Graphic Shoes,FS24,160.99,Shoes,41,55,97,Box Logo,Men,Bright White,20,numeric,0.638,fast_mover,0,Restock — no discount needed,15616.03,12492.824,63.8
WM-00129,Box Logo Stretch Shirt,FS24,110.99,Shirt,L,57,369,Box Logo,Women,Navy,40,alpha,0.866,fast_mover,0,Restock — no discount needed,40955.31,24573.185999999998,86.6
\00105,Cresta Graphic Shoes,FS24,167.99,Shoes,45,123,193,Cresta,Men,Bright White,10,numeric,0.611,average,10,Light stimulus — 10% discount,32422.070000000003,29179.863,61.1
N-00108,Geographic Shorts,SS25,82.99,Shorts,XL,204,163,Geographic,Men,Beige Sand,0,alpha,0.444,average,10,Light stimulus — 10% discount,13527.369999999999,13527.369999999999,44.4
P-00167,Circular Graphic Pants,FS24,150.99,Pants,L,206,362,Circular,Men,Olive,15,alpha,0.637,fast_mover,0,Restock — no discount needed,54658.380000000005,46459.623,63.7
WV-00054,Box Logo Quilted Swimwear,FS24,57.99,Swimwear,XL,38,90,Box Logo,Women,Black Beauty,20,alpha,0.703,fast_mover,0,Restock — no discount needed,5219.1,4175.280000000001,70.3
V-00061,Wave Logo Swimwear,SS25,53.99,Swimwear,L,127,49,Wave,Men,Olive,0,alpha,0.278,dead_stock,30,Clear before season end — 30% discount,2645.51,2645.51,27.8
WV-00055,Box Logo Quilted Swimwear,FS24,78.99,Swimwear,XXL,212,286,Box Logo,Women,Snow White,30,alpha,0.574,fast_mover,0,Restock — no discount needed,22591.14,15813.797999999997,57.4
PS-00117,Iconic Heritage Polo,SS25,77.99,Polo,L,519,47,Iconic,Men,Petit Four,0,alpha,0.083,dead_stock,50,Urgent clearance — 50% discount,3665.5299999999997,3665.5299999999997,8.3
L-00198,Circular Heritage Sweatshirt,SS25,100.99,Sweatshirt,XS,147,28,Circular,Men,Olive,0,alpha,0.16,dead_stock,30,Clear before season end — 30% discount,2827.72,2827.72,16.0
N-00109,Geographic Print Shorts,SS25,66.99,Shorts,S,302,185,Geographic,Men,Caviar,0,alpha,0.38,average,20,Moderate push — 20% discount,12393.15,12393.15,38.0
\00107,Trail Heritage Shoes,FS24,90.99,Shoes,43,173,319,Trail,Men,Beige Sand,20,numeric,0.648,fast_mover,0,Restock — no discount needed,29025.809999999998,23220.648,64.8
W\00083,Cresta Logo Shoes,FS24,201.99,Shoes,41,190,378,Cresta,Women,Stone Grey,25,numeric,0.665,fast_mover,0,Restock — no discount needed,76352.22,57264.165,66.5
WV-00056,Wave Graphic Swimwear,SS25,48.99,Swimwear,XS,84,21,Wave,Women,Free Blue,0,alpha,0.2,dead_stock,30,Clear before season end — 30% discount,1028.79,1028.79,20.0
WL-00186,Rainforest Stripe Sweatshirt,FS24,148.99,Sweatshirt,S,37,308,Rainforest,Women,Bright Red,10,alpha,0.893,fast_mover,0,Restock — no discount needed,45888.920000000006,41300.028000000006,89.3
M-00139,Patch Quilted Shirt,SS25,102.99,Shirt,XL,407,82,Patch,Men,Yellow Sunshine,0,alpha,0.168,average,20,Moderate push — 20% discount,8445.18,8445.18,16.8
L-00199,Tribe Stretch Sweatshirt,SS25,105.99,Sweatshirt,XL,204,213,Tribe,Men,White Whisper,0,alpha,0.511,average,10,Light stimulus — 10% discount,22575.87,22575.87,51.1
SocksIconic-0003,Iconic Socks,FS24,104.99,Accessories,S,32,269,Iconic,Men,Forest Green,30,alpha,0.894,fast_mover,0,Restock — no discount needed,28242.309999999998,19769.617,89.4
PS-00118,Tribe Quilted Polo,SS25,91.99,Polo,S,184,212,Tribe,Men,Beige Sand,0,alpha,0.535,dead_stock,30,Clear before season end — 30% discount,19501.879999999997,19501.879999999997,53.5
N-00110,Circular Stripe Shorts,SS25,61.99,Shorts,XL,308,118,Circular,Men,Grey Melange,0,alpha,0.277,dead_stock,30,Clear before season end — 30% discount,7314.820000000001,7314.820000000001,27.7
S-00293,Circular Stretch T-Shirt,FS24,42.99,T-Shirt,XS,29,414,Circular,Men,Snow White,40,alpha,0.935,fast_mover,0,Restock — no discount needed,17797.86,10678.716,93.5
WL-00187,Tribe Stretch Sweatshirt,FS24,156.99,Sweatshirt,L,23,33,Tribe,Women,Yellow Sunshine,25,alpha,0.589,fast_mover,0,Restock — no discount needed,5180.67,3885.5025,58.9
WN-00071,Circular Shorts,FS24,89.99,Shorts,S,87,450,Circular,Women,Olive,20,alpha,0.838,fast_mover,0,Restock — no discount needed,40495.5,32396.4,83.8
S-00295,Patch Graphic T-Shirt,SS25,83.99,T-Shirt,M,154,147,Patch,Men,Green Lichen,0,alpha,0.488,dead_stock,30,Clear before season end — 30% discount,12346.529999999999,12346.529999999999,48.8
WM-00132,Tribe Logo Shirt,SS25,144.99,Shirt,M,256,23,Tribe,Women,Bright Red,0,alpha,0.082,dead_stock,50,Urgent clearance — 50% discount,3334.7700000000004,3334.7700000000004,8.2
WS-00241,Patch Quilted T-Shirt,SS25,65.99,T-Shirt,L,358,127,Patch,Women,Navy,0,alpha,0.262,dead_stock,30,Clear before season end — 30% discount,8380.73,8380.73,26.2
WL-00188,Patch Print Sweatshirt,SS25,106.99,Sweatshirt,XS,248,283,Patch,Women,Stone Grey,0,alpha,0.533,dead_stock,30,Clear before season end — 30% discount,30278.17,30278.17,53.3
WS-00244,Box Logo Print T-Shirt,SS25,50.99,T-Shirt,S,299,55,Box Logo,Women,Green Lichen,0,alpha,0.155,dead_stock,30,Clear before season end — 30% discount,2804.4500000000003,2804.4500000000003,15.5
P-00171,Patch Stripe Pants,SS25,114.99,Pants,M,266,279,Patch,Men,Forest Green,0,alpha,0.512,average,10,Light stimulus — 10% discount,32082.21,32082.21,51.2
WL-00191,Rainforest Print Sweatshirt,SS25,129.99,Sweatshirt,XS,257,216,Rainforest,Women,Grey Melange,0,alpha,0.457,dead_stock,30,Clear before season end — 30% discount,28077.840000000004,28077.840000000004,45.7
WPS-00109,Geographic Logo Polo,FS24,77.99,Polo,L,39,112,Geographic,Women,Caviar,20,alpha,0.742,fast_mover,0,Restock — no discount needed,8734.88,6987.9039999999995,74.2
N-00113,Morgex Graphic Shorts,SS25,85.99,Shorts,L,293,264,Morgex,Men,Black Beauty,0,alpha,0.474,dead_stock,30,Clear before season end — 30% discount,22701.359999999997,22701.359999999997,47.4
PS-00122,Iconic Graphic Polo,SS25,81.99,Polo,S,185,75,Iconic,Men,Beige Sand,0,alpha,0.288,dead_stock,30,Clear before season end — 30% discount,6149.25,6149.25,28.8
WP-00128,Rainforest Print Pants,SS25,149.99,Pants,L,294,123,Rainforest,Women,Green Lichen,0,alpha,0.295,dead_stock,30,Clear before season end — 30% discount,18448.77,18448.77,29.5
W\00085,Slate Heritage Shoes,FS24,208.99,Shoes,36,119,476,Slate,Women,Navy,30,numeric,0.8,fast_mover,0,Restock — no discount needed,99479.24,69635.46800000001,80.0
WS-00249,Geographic Print T-Shirt,SS25,34.99,T-Shirt,M,231,93,Geographic,Women,Petit Four,0,alpha,0.287,dead_stock,30,Clear before season end — 30% discount,3254.07,3254.07,28.7
WN-00076,Geographic Graphic Shorts,SS25,76.99,Shorts,XS,101,59,Geographic,Women,Grey Melange,0,alpha,0.369,dead_stock,30,Clear before season end — 30% discount,4542.41,4542.41,36.9
L-00203,Box Logo Stretch Sweatshirt,SS25,130.99,Sweatshirt,XL,230,58,Box Logo,Men,Navy,0,alpha,0.201,average,20,Moderate push — 20% discount,7597.42,7597.42,20.1
P-00174,Geographic Graphic Pants,SS25,122.99,Pants,XXL,350,170,Geographic,Men,Stone Grey,0,alpha,0.327,average,20,Moderate push — 20% discount,20908.3,20908.3,32.7
WN-00077,Geographic Quilted Shorts,SS25,54.99,Shorts,S,344,218,Geographic,Women,Petit Four,0,alpha,0.388,dead_stock,30,Clear before season end — 30% discount,11987.82,11987.82,38.8
WL-00193,Geographic Graphic Sweatshirt,SS25,150.99,Sweatshirt,XXL,154,131,Geographic,Women,Blue Marine,0,alpha,0.46,average,10,Light stimulus — 10% discount,19779.690000000002,19779.690000000002,46.0
PS-00124,Patch Stretch Polo,SS25,89.99,Polo,XS,136,51,Patch,Men,Yellow Sunshine,0,alpha,0.273,dead_stock,30,Clear before season end — 30% discount,4589.49,4589.49,27.3
W\00086,Slate Shoes,SS25,184.99,Shoes,37,255,41,Slate,Women,Pale Mint,0,numeric,0.139,dead_stock,50,Urgent clearance — 50% discount,7584.59,7584.59,13.9
WM-00135,Circular Stretch Shirt,SS25,127.99,Shirt,M,412,97,Circular,Women,Olive,0,alpha,0.191,dead_stock,30,Clear before season end — 30% discount,12415.029999999999,12415.029999999999,19.1
S-00304,Circular Half-Zip T-Shirt,SS25,73.99,T-Shirt,XXL,96,36,Circular,Men,Caviar,0,alpha,0.273,dead_stock,30,Clear before season end — 30% discount,2663.64,2663.64,27.3
WPS-00112,Box Logo Stripe Polo,FS24,66.99,Polo,S,23,114,Box Logo,Women,Navy,10,alpha,0.832,fast_mover,0,Restock — no discount needed,7636.86,6873.174,83.2
S-00305,Tribe Heritage T-Shirt,FS24,72.99,T-Shirt,L,25,101,Tribe,Men,Beige Sand,25,alpha,0.802,fast_mover,0,Restock — no discount needed,7371.99,5528.992499999999,80.2
P-00176,Circular Quilted Pants,FS24,111.99,Pants,M,93,429,Circular,Men,Snow White,20,alpha,0.822,fast_mover,0,Restock — no discount needed,48043.71,38434.968,82.2
WN-00078,Box Logo Quilted Shorts,SS25,54.99,Shorts,XL,262,106,Box Logo,Women,Bright Red,0,alpha,0.288,dead_stock,30,Clear before season end — 30% discount,5828.9400000000005,5828.9400000000005,28.8
P-00177,Rainforest Logo Pants,FS24,143.99,Pants,L,133,250,Rainforest,Men,Black Beauty,25,alpha,0.653,fast_mover,0,Restock — no discount needed,35997.5,26998.125,65.3
WM-00137,Rainforest Quilted Shirt,FS24,109.99,Shirt,XXL,152,396,Rainforest,Women,Petit Four,10,alpha,0.723,fast_mover,0,Restock — no discount needed,43556.04,39200.436,72.3
M-00152,Rainforest Logo Shirt,FS24,112.99,Shirt,M,27,513,Rainforest,Men,Grey Melange,20,alpha,0.95,fast_mover,0,Restock — no discount needed,57963.869999999995,46371.096,95.0
P-00179,Tribe Half-Zip Pants,FS24,105.99,Pants,XS,49,103,Tribe,Men,Khaki,30,alpha,0.678,fast_mover,0,Restock — no discount needed,10916.97,7641.879,67.8
\00111,Cresta Graphic Shoes,SS25,114.99,Shoes,46,392,153,Cresta,Men,Grey Melange,0,numeric,0.281,dead_stock,30,Clear before season end — 30% discount,17593.469999999998,17593.469999999998,28.1
WN-00079,Tribe Print Shorts,SS25,57.99,Shorts,XXL,404,72,Tribe,Women,Snow White,0,alpha,0.151,dead_stock,30,Clear before season end — 30% discount,4175.28,4175.28,15.1
WPS-00114,Morgex Stripe Polo,SS25,77.99,Polo,S,307,195,Morgex,Women,Petit Four,0,alpha,0.388,dead_stock,30,Clear before season end — 30% discount,15208.05,15208.05,38.8
WV-00059,Sun-Lover Logo Swimwear,FS24,80.99,Swimwear,XS,181,242,Sun-Lover,Women,Bright White,25,alpha,0.572,fast_mover,0,Restock — no discount needed,19599.579999999998,14699.684999999998,57.2
P-00180,Box Logo Stripe Pants,SS25,126.99,Pants,M,108,44,Box Logo,Men,Green Lichen,0,alpha,0.289,dead_stock,30,Clear before season end — 30% discount,5587.5599999999995,5587.5599999999995,28.9
WP-00132,Box Logo Stripe Pants,SS25,133.99,Pants,XS,218,216,Box Logo,Women,Khaki,0,alpha,0.498,dead_stock,30,Clear before season end — 30% discount,28941.840000000004,28941.840000000004,49.8
M-00155,Patch Quilted Shirt,SS25,149.99,Shirt,M,186,76,Patch,Men,Beige Sand,0,alpha,0.29,dead_stock,30,Clear before season end — 30% discount,11399.240000000002,11399.240000000002,29.0
WL-00197,Circular Heritage Sweatshirt,SS25,167.99,Sweatshirt,XL,317,117,Circular,Women,Blue Marine,0,alpha,0.27,dead_stock,30,Clear before season end — 30% discount,19654.83,19654.83,27.0
P-00181,Patch Graphic Pants,SS25,113.99,Pants,M,254,151,Patch,Men,Petit Four,0,alpha,0.373,dead_stock,30,Clear before season end — 30% discount,17212.489999999998,17212.489999999998,37.3
WL-00198,Rainforest Print Sweatshirt,FS24,169.99,Sweatshirt,L,92,175,Rainforest,Women,Grey Melange,30,alpha,0.655,fast_mover,0,Restock — no discount needed,29748.25,20823.774999999998,65.5
PS-00125,Rainforest Heritage Polo,SS25,100.99,Polo,XL,85,83,Rainforest,Men,Beige Sand,0,alpha,0.494,dead_stock,30,Clear before season end — 30% discount,8382.17,8382.17,49.4
WPS-00116,Tribe Heritage Polo,SS25,106.99,Polo,M,227,270,Tribe,Women,Pale Mint,0,alpha,0.543,dead_stock,30,Clear before season end — 30% discount,28887.3,28887.3,54.3
S-00310,Circular Half-Zip T-Shirt,FS24,79.99,T-Shirt,M,147,337,Circular,Men,Blue Marine,10,alpha,0.696,fast_mover,0,Restock — no discount needed,26956.629999999997,24260.967,69.6
M-00156,Circular Print Shirt,SS25,132.99,Shirt,XL,239,41,Circular,Men,Navy,0,alpha,0.146,dead_stock,50,Urgent clearance — 50% discount,5452.59,5452.59,14.6
WN-00081,Patch Quilted Shorts,SS25,57.99,Shorts,M,261,167,Patch,Women,Bright White,0,alpha,0.39,dead_stock,30,Clear before season end — 30% discount,9684.33,9684.33,39.0
M-00157,Tribe Graphic Shirt,SS25,93.99,Shirt,XS,132,157,Tribe,Men,Grey Melange,0,alpha,0.543,dead_stock,30,Clear before season end — 30% discount,14756.429999999998,14756.429999999998,54.3
P-00182,Patch Pants,FS24,95.99,Pants,L,93,289,Patch,Men,Navy,25,alpha,0.757,fast_mover,0,Restock — no discount needed,27741.109999999997,20805.832499999997,75.7
WS-00258,Circular Heritage T-Shirt,SS25,50.99,T-Shirt,XXL,250,134,Circular,Women,Free Blue,0,alpha,0.349,dead_stock,30,Clear before season end — 30% discount,6832.66,6832.66,34.9
\00114,Box Logo Logo Shoes,FS24,195.99,Shoes,45,88,111,Box Logo,Men,Burgundy,30,numeric,0.558,fast_mover,0,Restock — no discount needed,21754.89,15228.422999999999,55.8
WL-00199,Geographic Sweatshirt,SS25,94.99,Sweatshirt,M,45,30,Geographic,Women,Orange Tangerine,0,alpha,0.4,dead_stock,30,Clear before season end — 30% discount,2849.7,2849.7,40.0
N-00115,Box Logo Quilted Shorts,FS24,68.99,Shorts,XS,50,376,Box Logo,Men,Petit Four,25,alpha,0.883,fast_mover,0,Restock — no discount needed,25940.239999999998,19455.179999999997,88.3
WS-00260,Tribe Logo T-Shirt,FS24,92.99,T-Shirt,XXL,85,345,Tribe,Women,Forest Green,40,alpha,0.802,fast_mover,0,Restock — no discount needed,32081.55,19248.93,80.2
N-00116,Box Logo Half-Zip Shorts,SS25,51.99,Shorts,XS,64,29,Box Logo,Men,Green Lichen,0,alpha,0.312,dead_stock,30,Clear before season end — 30% discount,1507.71,1507.71,31.2
WL-00200,Rainforest Graphic Sweatshirt,SS25,94.99,Sweatshirt,XXL,272,312,Rainforest,Women,Stone Grey,0,alpha,0.534,dead_stock,30,Clear before season end — 30% discount,29636.879999999997,29636.879999999997,53.4
WN-00082,Box Logo Quilted Shorts,SS25,57.99,Shorts,S,331,148,Box Logo,Women,Stone Grey,0,alpha,0.309,dead_stock,30,Clear before season end — 30% discount,8582.52,8582.52,30.9
M-00158,Morgex Logo Shirt,FS24,128.99,Shirt,XS,4,111,Morgex,Men,Yellow Sunshine,30,alpha,0.965,fast_mover,0,Restock — no discount needed,14317.890000000001,10022.523000000001,96.5
M-00159,Rainforest Graphic Shirt,FS24,99.99,Shirt,XS,31,152,Rainforest,Men,Olive,50,alpha,0.831,fast_mover,0,Restock — no discount needed,15198.48,7599.24,83.1
P-00183,Circular Stripe Pants,SS25,102.99,Pants,XXL,395,142,Circular,Men,Free Blue,0,alpha,0.264,dead_stock,30,Clear before season end — 30% discount,14624.58,14624.58,26.4
PS-00127,Patch Stripe Polo,SS25,105.99,Polo,XXL,148,57,Patch,Men,Black Beauty,0,alpha,0.278,dead_stock,30,Clear before season end — 30% discount,6041.429999999999,6041.429999999999,27.8
M-00161,Patch Heritage Shirt,SS25,84.99,Shirt,XL,223,115,Patch,Men,Grey Melange,0,alpha,0.34,dead_stock,30,Clear before season end — 30% discount,9773.849999999999,9773.849999999999,34.0
P-00184,Morgex Pants,FS24,135.99,Pants,XXL,7,37,Morgex,Men,Stone Grey,10,alpha,0.841,fast_mover,0,Restock — no discount needed,5031.63,4528.467000000001,84.1
N-00118,Box Logo Quilted Shorts,FS24,54.99,Shorts,XXL,104,219,Box Logo,Men,Old Rose,40,alpha,0.678,fast_mover,0,Restock — no discount needed,12042.810000000001,7225.686,67.8
WN-00083,Morgex Graphic Shorts,FS24,53.99,Shorts,M,75,354,Morgex,Women,Khaki,15,alpha,0.825,fast_mover,0,Restock — no discount needed,19112.46,16245.591,82.5
\00115,Box Logo Graphic Shoes,SS25,184.99,Shoes,45,475,83,Box Logo,Men,Free Blue,0,numeric,0.149,dead_stock,50,Urgent clearance — 50% discount,15354.17,15354.17,14.9
S-00315,Morgex Quilted T-Shirt,FS24,89.99,T-Shirt,XS,128,383,Morgex,Men,Stone Grey,15,alpha,0.75,fast_mover,0,Restock — no discount needed,34466.17,29296.244499999997,75.0
WL-00202,Morgex Half-Zip Sweatshirt,SS25,146.99,Sweatshirt,XXL,163,100,Morgex,Women,Forest Green,0,alpha,0.38,average,20,Moderate push — 20% discount,14699.0,14699.0,38.0
S-00316,Box Logo Stripe T-Shirt,SS25,51.99,T-Shirt,XL,446,68,Box Logo,Men,Olive,0,alpha,0.132,dead_stock,50,Urgent clearance — 50% discount,3535.32,3535.32,13.2
WV-00060,Sun-Lover Half-Zip Swimwear,SS25,56.99,Swimwear,XL,52,34,Sun-Lover,Women,Khaki,0,alpha,0.395,average,20,Moderate push — 20% discount,1937.66,1937.66,39.5
L-00210,Rainforest Logo Sweatshirt,FS24,94.99,Sweatshirt,M,29,40,Rainforest,Men,Bright White,15,alpha,0.58,fast_mover,0,Restock — no discount needed,3799.6,3229.6599999999994,58.0
WSocksPatch-0001,Patch Socks,SS25,107.99,Accessories,One Size,412,55,Patch,Women,Old Rose,0,alpha,0.118,dead_stock,50,Urgent clearance — 50% discount,5939.45,5939.45,11.8
V-00063,Box Logo Stripe Swimwear,FS24,54.99,Swimwear,L,24,279,Box Logo,Men,Old Rose,20,alpha,0.921,fast_mover,0,Restock — no discount needed,15342.210000000001,12273.768000000002,92.1
S-00320,Box Logo Stripe T-Shirt,SS25,72.99,T-Shirt,XS,269,17,Box Logo,Men,Snow White,0,alpha,0.059,dead_stock,50,Urgent clearance — 50% discount,1240.83,1240.83,5.9
M-00163,Circular Print Shirt,FS24,102.99,Shirt,XXL,26,193,Circular,Men,Navy,10,alpha,0.881,fast_mover,0,Restock — no discount needed,19877.07,17889.363,88.1
WPS-00119,Geographic Heritage Polo,FS24,88.99,Polo,L,45,184,Geographic,Women,Orange Tangerine,30,alpha,0.803,fast_mover,0,Restock — no discount needed,16374.16,11461.911999999998,80.3
S-00322,Tribe Logo T-Shirt,FS24,57.99,T-Shirt,XL,10,116,Tribe,Men,Burgundy,15,alpha,0.921,fast_mover,0,Restock — no discount needed,6726.84,5717.814,92.1
